rule	status	fired_file_count	satisfiable_under
specparam_declaration	covered	50	sv_2017,sv_2023,verilog_2005
specparam_identifier	covered	1713	sv_2017,sv_2023,verilog_2005
split_direct_callable_method_call	covered	1449	sv_2017,sv_2023,verilog_2005
split_hierarchical_callable_receiver	covered	1449	sv_2017,sv_2023,verilog_2005
star	covered	1060	sv_2017,sv_2023,verilog_2005
star_assign	covered	10	sv_2017,sv_2023,verilog_2005
start_edge_offset	covered	2	sv_2017,sv_2023,verilog_2005
state_dependent_path_declaration	covered	24	sv_2017,sv_2023,verilog_2005
statement	covered	6718	sv_2017,sv_2023,verilog_2005
statement_item	covered	6718	sv_2017,sv_2023,verilog_2005
statement_item_sv_2017	covered	6718	sv_2017,verilog_2005
statement_item_sv_2023	na_profile	0	sv_2023
statement_or_null	covered	6555	sv_2017,sv_2023,verilog_2005
stream_concatenation	covered	35	sv_2017,sv_2023,verilog_2005
stream_expression	covered	35	sv_2017,sv_2023,verilog_2005
stream_operator	covered	35	sv_2017,sv_2023,verilog_2005
streaming_concatenation	covered	35	sv_2017,sv_2023,verilog_2005
strength	GAP	0	sv_2017,sv_2023,verilog_2005
string_literal	covered	4984	sv_2017,sv_2023,verilog_2005
struct_union	covered	559	sv_2017,sv_2023
struct_union_member	covered	559	sv_2017,sv_2023,verilog_2005
struct_union_sv_2017	covered	559	sv_2017
struct_union_sv_2023	na_profile	0	sv_2023
structure_pattern_key	covered	168	sv_2017,sv_2023,verilog_2005
subroutine_call	covered	5370	sv_2017,sv_2023,verilog_2005
subroutine_call_statement	covered	5377	sv_2017,sv_2023,verilog_2005
sv_dollar_fullskew_timing_check	covered	2	sv_2017,sv_2023,verilog_2005
sv_dollar_hold_timing_check	covered	6	sv_2017,sv_2023,verilog_2005
sv_dollar_nochange_timing_check	covered	2	sv_2017,sv_2023,verilog_2005
sv_dollar_period_timing_check	covered	2	sv_2017,sv_2023,verilog_2005
sv_dollar_recovery_timing_check	covered	4	sv_2017,sv_2023,verilog_2005
sv_dollar_recrem_timing_check	covered	2	sv_2017,sv_2023,verilog_2005
sv_dollar_removal_timing_check	covered	2	sv_2017,sv_2023,verilog_2005
sv_dollar_setup_timing_check	covered	20	sv_2017,sv_2023,verilog_2005
sv_dollar_setuphold_timing_check	covered	17	sv_2017,sv_2023,verilog_2005
sv_dollar_skew_timing_check	GAP	0	sv_2017,sv_2023,verilog_2005
sv_dollar_timeskew_timing_check	covered	2	sv_2017,sv_2023,verilog_2005
sv_dollar_width_timing_check	covered	5	sv_2017,sv_2023,verilog_2005
sv_multi_entry_root	GAP	0	sv_2017,sv_2023,verilog_2005
system_tf_call	covered	5466	sv_2017,sv_2023,verilog_2005
system_tf_identifier	covered	5466	sv_2017,sv_2023,verilog_2005
system_timing_check	covered	43	sv_2017,sv_2023,verilog_2005
systemverilog_file	covered	9360	sv_2017,sv_2023,verilog_2005
systemverilog_parseable_file	GAP	0	sv_2017,sv_2023,verilog_2005
t01_path_delay_expression	covered	4	sv_2017,sv_2023,verilog_2005
t0x_path_delay_expression	covered	2	sv_2017,sv_2023,verilog_2005
t0z_path_delay_expression	covered	4	sv_2017,sv_2023,verilog_2005
t10_path_delay_expression	covered	4	sv_2017,sv_2023,verilog_2005
t1x_path_delay_expression	covered	2	sv_2017,sv_2023,verilog_2005
t1z_path_delay_expression	covered	4	sv_2017,sv_2023,verilog_2005
t_path_delay_expression	covered	112	sv_2017,sv_2023,verilog_2005
tagged_union_expression	covered	10	sv_2017,sv_2023
tagged_union_expression_sv_2017	covered	10	sv_2017
tagged_union_expression_sv_2023	na_profile	0	sv_2023
task_body_declaration	covered	681	sv_2017,sv_2023,verilog_2005
task_declaration	covered	681	sv_2017,sv_2023,verilog_2005
task_declaration_sv_2017	covered	681	sv_2017,verilog_2005
task_declaration_sv_2023	na_profile	0	sv_2023
task_identifier	covered	691	sv_2017,sv_2023,verilog_2005
task_prototype	covered	30	sv_2017,sv_2023
task_prototype_sv_2017	covered	30	sv_2017
task_prototype_sv_2023	na_profile	0	sv_2023
terminal_identifier	covered	5	sv_2017,sv_2023,verilog_2005
tf_call	covered	1500	sv_2017,sv_2023,verilog_2005
tf_call_with_args	covered	148	sv_2017,sv_2023
tf_identifier	covered	2116	sv_2017,sv_2023,verilog_2005
tf_item_declaration	covered	480	sv_2017,sv_2023,verilog_2005
tf_port_declaration	covered	338	sv_2017,sv_2023,verilog_2005
tf_port_direction	covered	689	sv_2017,sv_2023,verilog_2005
tf_port_direction_const_ref_sv_only	covered	2	sv_2017
tf_port_direction_sv_2017	covered	689	sv_2017,verilog_2005
tf_port_direction_sv_2023	na_profile	0	sv_2023
tf_port_item	covered	1201	sv_2017,sv_2023,verilog_2005
tf_port_list	covered	1201	sv_2017,sv_2023,verilog_2005
tf_variable_identifier_decl	covered	338	sv_2017,sv_2023,verilog_2005
tfall_path_delay_expression	covered	76	sv_2017,sv_2023,verilog_2005
threshold	covered	5	sv_2017,sv_2023,verilog_2005
tick	covered	615	sv_2017,sv_2023,verilog_2005
tilde	covered	607	sv_2017,sv_2023,verilog_2005
time_literal	covered	78	sv_2017,sv_2023,verilog_2005
time_unit	covered	78	sv_2017,sv_2023,verilog_2005
timecheck_condition	covered	4	sv_2017,sv_2023,verilog_2005
timestamp_condition	GAP	0	sv_2017,sv_2023,verilog_2005
timeunit_separator_slash	covered	13	sv_2017,sv_2023,verilog_2005
timeunit_separator_trivia	covered	13	sv_2017,sv_2023,verilog_2005
timeunits_declaration	covered	37	sv_2017,sv_2023
timing_check_condition	covered	18	sv_2017,sv_2023,verilog_2005
timing_check_event	covered	42	sv_2017,sv_2023,verilog_2005
timing_check_event_control	covered	40	sv_2017,sv_2023,verilog_2005
timing_check_limit	covered	41	sv_2017,sv_2023,verilog_2005
topmodule_identifier	covered	5	sv_2017,sv_2023,verilog_2005
trans_item	covered	9	sv_2017,sv_2023
trans_list	covered	9	sv_2017,sv_2023
trans_range_list	covered	9	sv_2017,sv_2023
trans_set	covered	9	sv_2017,sv_2023
trise_path_delay_expression	covered	76	sv_2017,sv_2023,verilog_2005
trivia	covered	9360	sv_2017,sv_2023,verilog_2005
tx0_path_delay_expression	covered	2	sv_2017,sv_2023,verilog_2005
tx1_path_delay_expression	covered	2	sv_2017,sv_2023,verilog_2005
txz_path_delay_expression	covered	2	sv_2017,sv_2023,verilog_2005
type_assignment	covered	194	sv_2017,sv_2023
type_assignment_sv_2017	covered	194	sv_2017
type_assignment_sv_2023	na_profile	0	sv_2023
type_declaration	covered	1023	sv_2017,sv_2023
type_declaration_sv_2017	covered	1023	sv_2017
type_declaration_sv_2023	na_profile	0	sv_2023
type_identifier	covered	1826	sv_2017,sv_2023,verilog_2005
type_identifier_or_class_type	na_profile	0	sv_2023
type_identifier_or_class_type_sv_2023	na_profile	0	sv_2023
type_parameter_declaration	na_profile	0	sv_2023
type_parameter_declaration_sv_2023	na_profile	0	sv_2023
type_reference	covered	19	sv_2017,sv_2023
type_reference_sv_2017	covered	19	sv_2017
type_reference_sv_2023	na_profile	0	sv_2023
tz0_path_delay_expression	covered	4	sv_2017,sv_2023,verilog_2005
tz1_path_delay_expression	covered	4	sv_2017,sv_2023,verilog_2005
tz_path_delay_expression	covered	5	sv_2017,sv_2023,verilog_2005
tzx_path_delay_expression	covered	2	sv_2017,sv_2023,verilog_2005
udp_ansi_declaration	covered	15	sv_2017,sv_2023,verilog_2005
udp_body	covered	57	sv_2017,sv_2023,verilog_2005
udp_declaration	covered	57	sv_2017,sv_2023,verilog_2005
udp_declaration_port_list	covered	15	sv_2017,sv_2023,verilog_2005
udp_declaration_sv_2017	covered	57	sv_2017,verilog_2005
udp_declaration_sv_2023	na_profile	0	sv_2023
udp_identifier	covered	548	sv_2017,sv_2023,verilog_2005
udp_initial_statement	covered	6	sv_2017,sv_2023,verilog_2005
udp_input_declaration	covered	57	sv_2017,sv_2023,verilog_2005
udp_instance	covered	535	sv_2017,sv_2023,verilog_2005
udp_instantiation	covered	535	sv_2017,sv_2023,verilog_2005
udp_nonansi_declaration	covered	44	sv_2017,sv_2023,verilog_2005
udp_output_declaration	covered	57	sv_2017,sv_2023,verilog_2005
udp_port_declaration	covered	44	sv_2017,sv_2023,verilog_2005
udp_port_list	covered	44	sv_2017,sv_2023,verilog_2005
udp_reg_declaration	covered	15	sv_2017,sv_2023,verilog_2005
unary_module_path_operator	covered	14	sv_2017,sv_2023,verilog_2005
unary_operator	covered	1354	sv_2017,sv_2023,verilog_2005
unbased_unsized_literal	covered	366	sv_2017,sv_2023,verilog_2005
union_modifier	GAP	0	sv_2017,sv_2023,verilog_2005
unique_priority	covered	58	sv_2017,sv_2023
uniqueness_constraint	covered	5	sv_2017,sv_2023
uniqueness_constraint_sv_2017	covered	5	sv_2017
uniqueness_constraint_sv_2023	na_profile	0	sv_2023
unpacked_dimension	covered	1141	sv_2017,sv_2023,verilog_2005
unsigned_number	covered	1908	sv_2017,sv_2023,verilog_2005
unsized_dimension	covered	181	sv_2017,sv_2023
use_clause	covered	5	sv_2017,sv_2023,verilog_2005
value_range	covered	55	sv_2017,sv_2023
value_range_sv_2017	covered	55	sv_2017
value_range_sv_2023	na_profile	0	sv_2023
var_data_type	covered	1152	sv_2017,sv_2023,verilog_2005
variable_assignment	covered	2090	sv_2017,sv_2023,verilog_2005
variable_decl_assignment	covered	6442	sv_2017,sv_2023,verilog_2005
variable_dimension	covered	1170	sv_2017,sv_2023,verilog_2005
variable_identifier	covered	6486	sv_2017,sv_2023,verilog_2005
variable_identifier_decl	covered	42	sv_2017,sv_2023,verilog_2005
variable_identifier_list	covered	9	sv_2017,sv_2023,verilog_2005
variable_lvalue	covered	4549	sv_2017,sv_2023,verilog_2005
variable_lvalue_scope	covered	39	sv_2017,sv_2023,verilog_2005
variable_port_header	covered	1003	sv_2017,sv_2023,verilog_2005
variable_port_identifier_decl	covered	135	sv_2017,sv_2023,verilog_2005
variable_port_type	covered	1143	sv_2017,sv_2023,verilog_2005
void_cast_statement_sv_only	covered	42	sv_2017,sv_2023
wait_statement	covered	75	sv_2017,sv_2023,verilog_2005
wait_statement_sv_only	covered	8	sv_2017,sv_2023
weight_specification	covered	5	sv_2017
weight_specification_sv_2017	covered	5	sv_2017
wildcard_equal	covered	9	sv_2017,sv_2023,verilog_2005
wildcard_escape_nettype_identifier	covered	78	sv_2017,sv_2023,verilog_2005
wildcard_not_equal	covered	7	sv_2017,sv_2023,verilog_2005
with_covergroup_expression	GAP	0	sv_2017,sv_2023,verilog_2005
xor_assign	covered	20	sv_2017,sv_2023,verilog_2005
z_or_x	GAP	0	sv_2017,sv_2023,verilog_2005
zero_or_one	GAP	0	sv_2017,sv_2023,verilog_2005
