class	suite	relpath	verdict	stuck_tick	furthest	stuck	surface	first_tick	last_tick	fail_line	first_tick_line	bytes	snippet
macro_use	verilator	test_regress/t/t_covergroup_bin_counts.v	STUCK-ON-SVPP-TOKEN	checkr	3203	3207	588	386	5676	103	11	5794	(); // zero: 1 `checkr(cg_inst.get_inst_coverage(), 50.0); data = 1;
macro_use	verilator	test_regress/t/t_covergroup_cross.v	IN-WINDOW		1727	1727	484	282	10677	48	10	11040	d{option.weight = 2;} endgroup // 2-way cross where one coverpoint uses a r
macro_use	verilator	test_regress/t/t_covergroup_default_bins.v	IN-WINDOW		2116	2116	679	291	6636	71	10	6914	ata64 { bins auto[4]; } endgroup // 65-bit signal with explicit range bins
macro_use	verilator	test_regress/t/t_covergroup_iff.v	STUCK-ON-SVPP-TOKEN	checkr	3424	3429	1059	857	6711	117	20	6819	cg1.sample(); `checkr(cg1.get_inst_coverage(), 0.0); // Sample enable
macro_use	verilator	test_regress/t/t_covergroup_ignore_bins.v	STUCK-ON-SVPP-TOKEN	checkr	2446	2450	477	275	3214	68	10	3329	erved - ignored `checkr(cg_inst.get_inst_coverage(), 0.0); data = 1;
macro_use	verilator	test_regress/t/t_covergroup_illegal_bins.v	STUCK-ON-SVPP-TOKEN	checkr	1852	1857	651	449	2261	56	12	2375	_inst.sample(); `checkr(cg_inst.get_inst_coverage(), 100.0); // Sample
macro_use	verilator	test_regress/t/t_covergroup_negative_ranges.v	STUCK-ON-SVPP-TOKEN	checkr	1718	1725	569	367	2055	57	10	2124	c == 0) begin `checkr(cg_inst.get_inst_coverage(), 25.0); end if (
macro_use	verilator	test_regress/t/t_covergroup_option.v	STUCK-ON-SVPP-TOKEN	checks	1583	1588	774	405	1898	53	12	2131	new_cov1_name"; `checks(cov1.option.name, "new_cov1_name"); cov2 = new;
macro_use	verilator	test_regress/t/t_covergroup_param_bins.v	STUCK-ON-SVPP-TOKEN	checkr	2134	2141	770	568	2387	64	12	2456	c == 0) begin `checkr(cg_inst.get_inst_coverage(), 40.0); end if (
macro_use	verilator	test_regress/t/t_covergroup_static_coverage.v	STUCK-ON-SVPP-TOKEN	checkr	1726	1731	682	480	1731	57	13	2129	cg_q.sample(); `checkr(cg_q.get_inst_coverage(), 100.0); // 3/3 bins hit
macro_use	verilator	test_regress/t/t_covergroup_trans.v	STUCK-ON-SVPP-TOKEN	checkr	2111	2116	546	344	2459	58	11	2842	_inst.sample(); `checkr(cg_inst.get_inst_coverage(), 0.0); state = 1;
macro_use	verilator	test_regress/t/t_covergroup_trans_restart.v	STUCK-ON-SVPP-TOKEN	checkr	1063	1068	615	413	1540	32	9	1654	_inst.sample(); `checkr(cg_inst.get_inst_coverage(), 0.0); state = 2;
macro_use	verilator	test_regress/t/t_covergroup_wildcard_bins.v	STUCK-ON-SVPP-TOKEN	checkr	1318	1323	478	276	2471	45	10	2584	_inst.sample(); `checkr(cg_inst.get_inst_coverage(), 40.0); // 2/5: low + w
macro_use	verilator	test_regress/t/t_default_disable_iff_scope.v	IN-WINDOW		882	883	457	221	3491	32	8	6836	generate begin : g_before_mod_default // Inherits the module default
macro_use	verilator	test_regress/t/t_define_override.v	STUCK-ON-SVPP-TOKEN	STRINGIFY	395	396	334	260	407	15	8	452	ay("TEST_MACRO %s", `STRINGIFY(`TEST_MACRO)); $finish; end endmodule
macro_use	verilator	test_regress/t/t_defparam_hier.v	STUCK-ON-SVPP-TOKEN	checkh	1318	1323	955	220	1636	61	8	1741	initial begin `checkh(m3.m2a.m1.m0a.PRMTR, 2); `checkh(m3.m2a.m1.m0b.P
macro_use	verilator	test_regress/t/t_dfg_bin_to_one_hot.v	STUCK-ON-SVPP-TOKEN	check	15579	15584	443	226	22808	569	8	22867	edge clk) begin `check(cntAOneHot[cntA], 1'b1); for (int i = 0; i < $bit
macro_use	verilator	test_regress/t/t_dfg_push_sel.v	STUCK-ON-SVPP-TOKEN	checkh	1687	1691	463	226	1842	56	8	2073	past this point `checkh(vars[N/2].tmp, ~crc[N/2:0]); `checkh(vars[N/2].o
macro_use	verilator	test_regress/t/t_dfg_regularize_clk.v	STUCK-ON-SVPP-TOKEN	ifdef	659	660	426	221	759	25	8	1012	always @(b) begin `ifdef TEST_VERBOSE $display("[%0t] triggered by b", $ti
macro_use	verilator	test_regress/t/t_dfg_result_var_ext_write.v	STUCK-ON-SVPP-TOKEN	check	710	717	447	226	1377	27	8	1425	posedge clk); `check(otherVar == ~forcedVar, 1); end force forced
macro_use	verilator	test_regress/t/t_disable_fork1.v	STUCK-ON-SVPP-TOKEN	N	437	438	349	202	779	23	7	973	(integer i = 0; i < `N; i++) fork #1 $stop; join_none // run
macro_use	verilator	test_regress/t/t_disable_fork_nested.v	STUCK-ON-SVPP-TOKEN	checkh	2102	2107	1665	1428	2387	75	55	2553	%0d", counter); `checkh(counter, 3'h7); // Slow clock (period above dela
macro_use	verilator	test_regress/t/t_disable_inside.v	STUCK-ON-SVPP-TOKEN	checkt	646	655	457	220	1955	22	8	2097	begin `checkt($time, 0); x = 1; #2; $stop;
macro_use	verilator	test_regress/t/t_display_enum_format.v	STUCK-ON-SVPP-TOKEN	checks	1696	1703	581	375	7407	61	10	7559	ak; end `checks(names_p, "E0,E1,E2"); `checks(names_s, "E0,E1,
macro_use	verilator	test_regress/t/t_display_p_elab.v	STUCK-ON-SVPP-TOKEN	checks	677	678	521	226	1849	24	8	1947	%p<", I); initial `checks(IS, ">234<"); parameter real R = 1.234; paramet
macro_use	verilator	test_regress/t/t_dpi_arg_inout_type.v	STUCK-ON-SVPP-TOKEN	ifdef	621	623	594	371	37615	34	10	42730	( input clk ); `ifdef VERILATOR wire _unused = &{1'b0, clk}; `endif /
macro_use	verilator	test_regress/t/t_dpi_arg_inout_unpack.v	IN-WINDOW		975	978	978	381	75611	38	10	75708	ct, exp)) begin \ if (ENABLE_VERBOSE_MESSAGE)$display(`"act`", ":", (act), " a
macro_use	verilator	test_regress/t/t_dpi_arg_input_type.v	STUCK-ON-SVPP-TOKEN	ifdef	651	653	594	371	30574	36	10	32380	); input clk; `ifdef VERILATOR wire _unused = &{1'b0, clk}; `endif /
macro_use	verilator	test_regress/t/t_dpi_arg_input_unpack.v	IN-WINDOW		822	825	825	381	53503	37	10	53601	ct, exp)) begin \ if (ENABLE_VERBOSE_MESSAGE)$display(`"act`", ":", (act), " a
macro_use	verilator	test_regress/t/t_dpi_arg_output_type.v	STUCK-ON-SVPP-TOKEN	ifdef	619	621	594	371	35154	34	10	38986	t ( input clk ); `ifdef VERILATOR wire _unused = &{1'b0, clk}; `endif /
macro_use	verilator	test_regress/t/t_dpi_arg_output_unpack.v	IN-WINDOW		859	862	862	381	54314	36	10	54411	ct, exp)) begin \ if (ENABLE_VERBOSE_MESSAGE)$display(`"act`", ":", (act), " a
macro_use	verilator	test_regress/t/t_dpi_class_param.v	STUCK-ON-SVPP-TOKEN	checkd	919	924	463	226	984	37	8	1029	i = dpii_add(); `checkd(i, 1); c.check_reg(); i = dpii_add();
macro_use	verilator	test_regress/t/t_dpi_context.v	STUCK-ON-SVPP-TOKEN	ifndef	1262	1262	618	1262	1544	50	50	2265	heck line numbering `ifndef verilator // Not all sims support SV2009 `__LINE__,
macro_use	verilator	test_regress/t/t_dpi_display.v	STUCK-ON-SVPP-TOKEN	ifndef	361	363	352	363	458	11	11	1156	tic-2.0 module t; `ifndef VERILATOR `error "Only Verilator supports PLI-ish
macro_use	verilator	test_regress/t/t_dpi_display_bad.v	STUCK-ON-SVPP-TOKEN	ifndef	361	363	352	363	458	11	11	702	tic-2.0 module t; `ifndef VERILATOR `error "Only Verilator supports PLI-ish
macro_use	verilator	test_regress/t/t_dpi_open.v	STUCK-ON-SVPP-TOKEN	checkh	5938	5949	559	375	7036	157	10	7267	+1) begin `checkh(o_rw_p1_u3[a][b][c], ~i_rw_p1_u3[a][b][c]);
macro_use	verilator	test_regress/t/t_dpi_open_elem.v	STUCK-ON-SVPP-TOKEN	checkh	2864	2873	559	375	4370	69	10	4671	=a+1) begin `checkh(o_bit_p0_u1[a], ~i_bit_p0_u1[a]); `checkh(q_
macro_use	verilator	test_regress/t/t_dpi_open_query.v	STUCK-ON-SVPP-TOKEN	ifndef	3358	3360	898	371	9559	94	10	9643	-2:2][-3:3][-4:4]; `ifndef NO_DYNAMIC bit d1 []; bit d2 [][-2:2]; bit
macro_use	verilator	test_regress/t/t_dpi_open_vecval.v	STUCK-ON-SVPP-TOKEN	checkh	4618	4627	559	375	6911	95	10	7216	=a+1) begin `checkh(o_bit_p1_u1[a], ~i_bit_p1_u1[a]); `checkh(q_
macro_use	verilator	test_regress/t/t_dpi_openfirst.v	STUCK-ON-SVPP-TOKEN	checkh	982	987	626	375	1047	38	10	1274	en_i(i_i, o_i); `checkh(o_i[0], ~i_i[0]); `checkh(o_i[1], ~i_i[1]);
macro_use	verilator	test_regress/t/t_dpi_result_type.v	STUCK-ON-SVPP-TOKEN	ifdef	665	667	638	371	16811	35	10	16946	( input clk ); `ifdef VERILATOR wire _unused = &{1'b0, clk}; `endif /
macro_use	verilator	test_regress/t/t_dpi_shortcircuit.v	STUCK-ON-SVPP-TOKEN	__LINE__	1438	1438	517	375	8913	52	10	9037	clear(); check1(`__LINE__, (1'b0 && dpii_inc0(0)), 1'b0); check1(`__LINE
macro_use	verilator	test_regress/t/t_dpi_shortcircuit2.v	STUCK-ON-SVPP-TOKEN	__LINE__	1535	1535	539	375	1535	62	10	1659	x\n", k); check(`__LINE__, dpii_count(0), 32); if (|errors) $stop;
macro_use	verilator	test_regress/t/t_dpi_sys.v	STUCK-ON-SVPP-TOKEN	ifndef	536	538	527	538	610	15	15	811	int i); module t; `ifndef verilator `error "Only Verilator supports PLI-ish
macro_use	verilator	test_regress/t/t_dpi_threads.v	STUCK-ON-SVPP-TOKEN	ifndef	557	559	475	559	631	19	19	2006	initial cyc = 0; `ifndef verilator `error "Only Verilator supports PLI-ish
macro_use	verilator	test_regress/t/t_dpi_var.v	STUCK-ON-SVPP-TOKEN	ifdef	640	641	352	641	2718	31	31	3552	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d in=%x sub.in_a
macro_use	verilator	test_regress/t/t_dump.v	STUCK-ON-SVPP-TOKEN	ifdef	916	917	203	917	1644	35	35	5259	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x resul
macro_use	verilator	test_regress/t/t_dynarray.v	STUCK-ON-SVPP-TOKEN	checkh	1293	1300	828	226	3775	44	8	3876	1; begin `checkh(a.size, 0); `checkp(a, "'{}"); `checkh(
macro_use	verilator	test_regress/t/t_dynarray_concat.v	STUCK-ON-SVPP-TOKEN	checkp	982	987	544	226	1440	41	8	1541	initial begin `checkp(da, "'{}"); `checkp(da2, "'{'{'h1, 'h2}}");
macro_use	verilator	test_regress/t/t_dynarray_init.v	STUCK-ON-SVPP-TOKEN	checkh	562	567	432	226	815	21	8	905	initial begin `checkh(a1.size, 2); `checkh(a1[0], 12); `checkh(a1[
macro_use	verilator	test_regress/t/t_dynarray_method.v	STUCK-ON-SVPP-TOKEN	checkp	1093	1098	828	226	4874	27	8	4966	1, 2, 2, 4, 3}; `checkp(d, "'{'h1, 'h2, 'h2, 'h4, 'h3}"); d = {1, 2, 2,
macro_use	verilator	test_regress/t/t_dynarray_method_bad.v	STUCK-ON-SVPP-TOKEN	checkh	956	961	827	225	1292	22	8	1402	ith (item.len); `checkh(i, 10); i = s.product with (item.len); `chec
macro_use	verilator	test_regress/t/t_dynarray_multid.v	STUCK-ON-SVPP-TOKEN	checkh	803	808	433	226	4863	34	8	4970	initial begin `checkh(a1.size, 0); a1 = new[3]; `checkh(a1.size, 3
macro_use	verilator	test_regress/t/t_dynarray_param.v	STUCK-ON-SVPP-TOKEN	ifndef	788	790	432	226	1456	25	8	1530	end endfunction `ifndef VERILATOR localparam int SUMS_DYN[3:0] = calc_sums
macro_use	verilator	test_regress/t/t_dynarray_unpacked.v	STUCK-ON-SVPP-TOKEN	checkh	592	599	432	226	754	22	8	856	'{121, 120}; `checkh(dyn[0][0], 100); `checkh(dyn[0][1], 101);
macro_use	verilator	test_regress/t/t_emit_constw.v	STUCK-ON-SVPP-TOKEN	define	3107	3108	467	226	5998	67	8	6100	ator lint_on WIDTH `define EXPECTED_SUM 64'h2bc7c2a98a302891 // Test loop
macro_use	verilator	test_regress/t/t_enum_huge_methods.v	STUCK-ON-SVPP-TOKEN	checks	933	940	597	226	1978	36	8	2114	c == 1) begin `checks(e.name, "E01"); `checkh(e.next, ELARGE);
macro_use	verilator	test_regress/t/t_enum_large_methods.v	STUCK-ON-SVPP-TOKEN	checks	892	899	597	226	1360	35	8	1496	c == 1) begin `checks(e.name, "E01"); `checkh(e.next, ELARGE);
macro_use	verilator	test_regress/t/t_enum_param_class2.v	STUCK-ON-SVPP-TOKEN	checkd	762	767	633	226	792	30	8	845	c; c = new; `checkd(c.LOCAL, 2); `checkd(c.UPSTREAM, 3); $finish
macro_use	verilator	test_regress/t/t_enum_type_methods.v	IN-WINDOW		646	647	597	226	2987	17	8	3124	typedef enum [3:0] { E01 = 1, E03 = 3,
macro_use	verilator	test_regress/t/t_event.v	STUCK-ON-SVPP-TOKEN	ifndef	369	370	305	203	732	20	7	1649	ent e2; event e3; `ifndef IVERILOG event ev[3:0]; `endif int cyc = 0;
macro_use	verilator	test_regress/t/t_event_array_fire.v	PAST-LAST-TICK		1625	1625	991	226	943	39	8	2111	_xfers_completed[id]; $display("[%0t] [Port %0d] ALL done", $time, id);
macro_use	verilator	test_regress/t/t_event_control_expr.v	IN-WINDOW		609	609	600	225	4856	21	8	5002	s, expr) \ module t_``name inputs; \ logic[$bits(expr)-1:0] last = 0; \ alwa
macro_use	verilator	test_regress/t/t_event_copy.v	STUCK-ON-SVPP-TOKEN	ifndef	382	383	307	203	3604	21	7	3823	ent e3; event e4; `ifndef IVERILOG event ev [3:0]; `endif int cyc; in
macro_use	verilator	test_regress/t/t_extend.v	STUCK-ON-SVPP-TOKEN	ifdef	727	728	208	728	1735	32	32	1766	(cyc == 8'd2) begin `ifdef VERILATOR $c("VL_PRINTF(\"Calling $c, calling $
macro_use	verilator	test_regress/t/t_extend_c_class.v	STUCK-ON-SVPP-TOKEN	systemc_header	884	887	639	887	1210	47	47	1230	, in, ")"); end `systemc_header #include "t_extend_c_class_c.h" // Header f
macro_use	verilator	test_regress/t/t_extend_class.v	STUCK-ON-SVPP-TOKEN	ifdef	396	397	386	343	1162	12	9	1446	*-*\n" class Cls; `ifdef verilator `systemc_header #define DID_INT_HEADER 1
macro_use	verilator	test_regress/t/t_flag_csplit.v	STUCK-ON-SVPP-TOKEN	define	677	684	203	684	824	39	39	1340	== 99) begin `define EXPECTED_SUM 32'h1239 `ifdef TEST_VERBOSE $wri
macro_use	verilator	test_regress/t/t_flag_define.v	STUCK-ON-SVPP-TOKEN	ifdef	1397	1398	1372	1344	3330	27	23	3405	t; initial begin `ifdef D1A if (`STRINGIFY(`D4B) !== "") $stop; `else
macro_use	verilator	test_regress/t/t_flag_output_groups.v	STUCK-ON-SVPP-TOKEN	no_optimize	484	485	404	225	485	22	8	996	t_param; return `no_optimize(N); endfunction endclass module t ( inpu
macro_use	verilator	test_regress/t/t_flag_parameter.v	STUCK-ON-SVPP-TOKEN	check	2757	2762	1619	1307	3826	80	24	4031	initial begin `check(string1, "New String"); `check(string2, "New Stri
macro_use	verilator	test_regress/t/t_flag_parameter_hier.v	STUCK-ON-SVPP-TOKEN	ifdef	586	587	423	226	1510	23	8	1533	%0d", PARAM, HIER); `ifdef IVERILOG `check(PARAM, 0); `elsif NC `check(P
macro_use	verilator	test_regress/t/t_for_assign.v	STUCK-ON-SVPP-TOKEN	checkd	612	617	431	225	959	24	8	1045	um + a; end `checkd(sum, 6); // foperator_assignment sum = 0;
macro_use	verilator	test_regress/t/t_for_break.v	STUCK-ON-SVPP-TOKEN	ifdef	830	831	203	831	1639	32	32	3769	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x result
macro_use	verilator	test_regress/t/t_for_comma.v	IN-WINDOW		248	253	253	226	2163	9	8	2243	checkc(expc) \ do begin \ if (c !== expc) begin \ $write("%%E
macro_use	verilator	test_regress/t/t_force.v	STUCK-ON-SVPP-TOKEN	checkh	1442	1449	773	226	5040	57	8	5194	c == 1) begin `checkh(in, 4'b0101); end // Check forces with no dr
macro_use	verilator	test_regress/t/t_force_assign.v	STUCK-ON-SVPP-TOKEN	checkb	530	535	427	220	1075	18	8	1122	sign r = 2'b01; `checkb(r, 2'b01) r = 2'b00; // ignored #1; `ch
macro_use	verilator	test_regress/t/t_force_chained.v	STUCK-ON-SVPP-TOKEN	checkh	550	555	426	220	923	21	8	972	force c = b; `checkh(a, 0); `checkh(b, 0); `checkh(c, 0); a
macro_use	verilator	test_regress/t/t_force_complex_sel_unsup.v	STUCK-ON-SVPP-TOKEN	IMPURE_ONE	1043	1043	829	220	1661	35	8	1795	gin logic_arr[`IMPURE_ONE] <= 1; end else if (cyc == 1) begin
macro_use	verilator	test_regress/t/t_force_cond.v	STUCK-ON-SVPP-TOKEN	IMPURE_ONE	629	629	520	273	860	22	9	908	orce a = b; if (`IMPURE_ONE == 1) force a = c; if (`IMPURE_ONE == 0) for
macro_use	verilator	test_regress/t/t_force_forceable_rhs_ref.v	STUCK-ON-SVPP-TOKEN	checkh	813	822	427	221	1054	30	8	1205	_8 ^ 8'hf0; `checkh(dst_1, 1'b0); `checkh(dst_8, 8'he0); e
macro_use	verilator	test_regress/t/t_force_func.v	STUCK-ON-SVPP-TOKEN	checkh	592	597	492	220	875	23	8	924	b = get_arg(a); `checkh(a, 0); `checkh(b, 0); a = 1; #1; `c
macro_use	verilator	test_regress/t/t_force_immediate_release.v	STUCK-ON-SVPP-TOKEN	checkh	493	498	426	220	647	18	8	693	a = 3'b001; `checkh(a, 1); force a = 3'b010; `checkh(a, 2);
macro_use	verilator	test_regress/t/t_force_initial.v	STUCK-ON-SVPP-TOKEN	checkh	507	512	426	220	790	18	8	839	force b = a; `checkh(a, 0); `checkh(b, 0); end initial begin
macro_use	verilator	test_regress/t/t_force_multi.v	STUCK-ON-SVPP-TOKEN	checkh	798	805	432	226	835	33	8	984	c == 2) begin `checkh(busa, 4'b1111); `checkh(busb, 4'b1101); en
macro_use	verilator	test_regress/t/t_force_nested_struct.v	STUCK-ON-SVPP-TOKEN	checkh	886	891	605	273	1181	36	9	1280	snapshot = st2; `checkh(snapshot.inner.val, 32'h21); `checkh(snapshot.in
macro_use	verilator	test_regress/t/t_force_nested_struct2.v	STUCK-ON-SVPP-TOKEN	checkh	810	815	640	273	874	27	9	963	ed_value[31:0]; `checkh(sub1.data_block.entries[0][0].value[0], 1'b1); `
macro_use	verilator	test_regress/t/t_force_port_inline.v	STUCK-ON-SVPP-TOKEN	checkh	938	945	614	226	1696	47	8	1842	c == 1) begin `checkh(i, 8'h01); `checkh(sub_v.i, 8'h01); `che
macro_use	verilator	test_regress/t/t_force_release.v	STUCK-ON-SVPP-TOKEN	checkh	708	713	468	220	818	28	8	863	= (a | b | c); `checkh(d, 1); `checkh(e, 1); #10; release d;
macro_use	verilator	test_regress/t/t_force_release_net.v	STUCK-ON-SVPP-TOKEN	checkh	756	765	428	222	2962	30	8	3133	4: begin `checkh(net_1, 0); `checkh(net_8, ~cyc[1+:8]);
macro_use	verilator	test_regress/t/t_force_release_var.v	STUCK-ON-SVPP-TOKEN	checkh	797	806	428	222	3078	34	8	3246	14: begin `checkh(var_1, 1); `checkh({1'b0, var_8}, (cyc[0+:9]
macro_use	verilator	test_regress/t/t_force_rhs_ref.v	STUCK-ON-SVPP-TOKEN	checkh	518	523	426	220	770	19	8	819	force b = a; `checkh(a, 0); `checkh(b, 0); a = 1; #1; `c
macro_use	verilator	test_regress/t/t_force_rhs_ref_multi_lhs.v	STUCK-ON-SVPP-TOKEN	checkh	562	567	426	220	681	24	8	729	a = 2; #1; `checkh(a, 2); `checkh(b, 2); `checkh(d, 2); a =
macro_use	verilator	test_regress/t/t_force_rhs_ref_multiple.v	STUCK-ON-SVPP-TOKEN	checkh	586	591	426	220	881	21	8	926	a + b + c + d; `checkh(e, 10); #1; a = 0; #1; `checkh(e, 9)
macro_use	verilator	test_regress/t/t_force_struct_partial.v	STUCK-ON-SVPP-TOKEN	checkh	701	707	505	220	736	30	8	794	inst.sig1 = b; `checkh(s1inst.sig1, b); `checkh(s1inst.sig2, 1'b1);
macro_use	verilator	test_regress/t/t_force_subnet.v	STUCK-ON-SVPP-TOKEN	checkh	611	618	432	226	1119	25	8	1351	== 10) begin `checkh(subnet, 8'h11); force sub1.subnet = 8'h01; //
macro_use	verilator	test_regress/t/t_force_subvar.v	STUCK-ON-SVPP-TOKEN	checkh	618	625	432	226	1154	25	8	1374	== 50) begin `checkh(sub.subvar, 32'h666); force sub.subvar = 32'hf
macro_use	verilator	test_regress/t/t_force_tri.v	STUCK-ON-SVPP-TOKEN	checkh	712	719	432	226	719	30	8	867	c == 2) begin `checkh(bus, 4'bzz10); end // else if (cyc == 99
macro_use	verilator	test_regress/t/t_force_unpacked.v	STUCK-ON-SVPP-TOKEN	checkh	1112	1119	586	220	2730	42	8	2877	c == 1) begin `checkh(logic_arr[0][2][-4], 1); `checkh(int_arr[0][0]
macro_use	verilator	test_regress/t/t_force_unpacked_bitsel.v	STUCK-ON-SVPP-TOKEN	checkh	2133	2140	344	203	3599	65	7	3712	1: begin `checkh(var_arr[0], 4'b0101); `checkh(var_arr[1], 4'b1
macro_use	verilator	test_regress/t/t_force_unpacked_struct.v	STUCK-ON-SVPP-TOKEN	checkh	1065	1072	587	221	2382	44	8	2527	c == 1) begin `checkh(s_array[1].x, 1); `checkh(s_array[1].arr[2], 1
macro_use	verilator	test_regress/t/t_force_wide_sel.v	STUCK-ON-SVPP-TOKEN	checkh	862	869	427	221	1790	33	8	1926	c == 3) begin `checkh(sig[33:26], 8'h60); // width <= 8 `checkh(sig
macro_use	verilator	test_regress/t/t_forceable_net.v	STUCK-ON-SVPP-TOKEN	ifdef	632	634	428	222	1696	27	8	1873	+ 1; end end `ifdef CMT wire net_1 /* verilator forceable */; wire [
macro_use	verilator	test_regress/t/t_forceable_unpacked.v	STUCK-ON-SVPP-TOKEN	FORCEABLE	615	616	475	226	2177	21	8	2292	var_arr [7:6][5:4] `FORCEABLE; //verilator lint_off ASCRANGE reg [3:4] var_
macro_use	verilator	test_regress/t/t_forceable_var.v	STUCK-ON-SVPP-TOKEN	ifdef	837	839	428	222	2061	41	8	2241	:8]; end end `ifdef CMT reg var_1 /* verilator forceable */; reg [7:
macro_use	verilator	test_regress/t/t_foreach.v	STUCK-ON-SVPP-TOKEN	checkh	1602	1607	433	226	4310	50	8	4395	!= 1); end `checkh(sum, 64'h0); sum = 0; foreach (array[index_
macro_use	verilator	test_regress/t/t_foreach_class.v	STUCK-ON-SVPP-TOKEN	checkh	1081	1086	558	226	1086	45	8	1190	end end `checkh(sum, 64'h000000a02d0fc000); $write("*-* All Fin
macro_use	verilator	test_regress/t/t_foreach_const.v	IN-WINDOW		4400	4400	432	225	5266	170	8	5353	foreach (twod[i, j]); // Null body check endfunction localparam PAR15 = tes
macro_use	verilator	test_regress/t/t_foreach_delete.v	STUCK-ON-SVPP-TOKEN	no_optimize	929	930	823	226	3109	29	8	3325	ops; map = '{0: `no_optimize(3), 1: 3, 2: 4}; `checkd(map.size(), 3);
macro_use	verilator	test_regress/t/t_foreach_noivar.v	STUCK-ON-SVPP-TOKEN	checkh	820	825	597	226	1043	25	8	1206	++sum; end `checkh(sum, 0); sum = 0; foreach (array[,,]) begin
macro_use	verilator	test_regress/t/t_foreach_sideeff_uvm.v	STUCK-ON-SVPP-TOKEN	checkd	1503	1508	489	226	1560	48	8	1609	end end `checkd(inner1_i, 2); `checkd(inner2_j, 4); `checkd(
macro_use	verilator	test_regress/t/t_fork_join_none_stmt.v	STUCK-ON-SVPP-TOKEN	checkh	667	676	433	226	806	24	8	897	proc1 = '1; `checkh(stmt2, 1'b1); end join_none $display("
macro_use	verilator	test_regress/t/t_fork_join_none_wait_ev.v	STUCK-ON-SVPP-TOKEN	checkd	570	577	430	225	577	22	8	895	c >= 3) begin `checkd(cnt, 128); $finish; end end for (genv
macro_use	verilator	test_regress/t/t_fork_write_after_timing.v	STUCK-ON-SVPP-TOKEN	checkd	592	597	423	218	1953	25	7	1987	3); t4(x4); `checkd(x1, 0) `checkd(x2, -1) `checkd(x3, 1) `c
macro_use	verilator	test_regress/t/t_func_arg_complex.v	STUCK-ON-SVPP-TOKEN	checkd	1259	1266	917	226	2503	56	8	2597	ert(v, 1234); `checkd(v, 1234); mod_default_data = 42; v = mo
macro_use	verilator	test_regress/t/t_func_automatic_clear.v	STUCK-ON-SVPP-TOKEN	checkh	2304	2311	764	250	3355	101	8	3491	= ts_queue(); `checkh(qn, i * 2 + 1); `checkh(qo, i * 2 + 2); en
macro_use	verilator	test_regress/t/t_func_call_order.v	STUCK-ON-SVPP-TOKEN	checkd	790	795	430	225	913	35	8	997	gn3() + incr(); `checkd(a, 4); `checkd(i, 12); a = 1; i = assig
macro_use	verilator	test_regress/t/t_func_flip.v	STUCK-ON-SVPP-TOKEN	VECTOR_RANGE	572	572	342	203	678	22	7	1306	enable function [`VECTOR_RANGE] func_tree_left; input [`VECTOR_RANGE] x;
macro_use	verilator	test_regress/t/t_func_inout_bit_sel.v	STUCK-ON-SVPP-TOKEN	checkh	648	653	548	225	672	27	8	758	_x_set_1(a[1]); `checkh(b, 0); `checkh(a[1], 1); $write("*-* All Fi
macro_use	verilator	test_regress/t/t_func_lib_sub.v	STUCK-ON-SVPP-TOKEN	ifdef	1952	1953	1759	208	2494	95	7	2548	sk Xinit; begin `ifdef TEST_HARNESS khgawe = 1'b0; `endif end en
macro_use	verilator	test_regress/t/t_func_named.v	STUCK-ON-SVPP-TOKEN	checkh	578	582	433	226	904	20	8	1041	log_format: off `checkh( f(.j(2), .s(1)) , 32'h2_0001 ); `checkh( f(.s(
macro_use	verilator	test_regress/t/t_func_noinl.v	STUCK-ON-SVPP-TOKEN	define	789	791	203	791	1453	36	36	2554	ll we end up with `define EXPECTED_SUM 64'ha7f0a34f9cf56ccb // Test loop
macro_use	verilator	test_regress/t/t_func_outfirst.v	STUCK-ON-SVPP-TOKEN	DDIFF_BITS	480	480	338	203	2733	22	7	2825	lock inputs wire [`DDIFF_BITS-1:0] DDIFF_B = crc[`DDIFF_BITS-1:0]; wire rese
macro_use	verilator	test_regress/t/t_func_plog.v	STUCK-ON-SVPP-TOKEN	define	841	843	203	843	1913	38	38	2345	ll we end up with `define EXPECTED_SUM 64'h039ea4d039c2e70b // Test loop
macro_use	verilator	test_regress/t/t_func_rand.v	STUCK-ON-SVPP-TOKEN	ifdef	263	265	203	265	637	11	11	751	t reg [31:0] Rand; `ifdef verilator `systemc_interface unsigned int QxRan
macro_use	verilator	test_regress/t/t_func_range.v	STUCK-ON-SVPP-TOKEN	define	262	265	203	265	583	13	13	1511	r lint_off WIDTH `define INT_RANGE 31:0 `define INT_RANGE_MAX 31 `define
macro_use	verilator	test_regress/t/t_func_recurse_param.v	STUCK-ON-SVPP-TOKEN	checkd	1187	1192	463	226	1234	37	8	1321	initial begin `checkd(F0, 0); `checkd(F3, 348); `checkd(F4, 1754);
macro_use	verilator	test_regress/t/t_func_ref.v	STUCK-ON-SVPP-TOKEN	checkh	932	937	608	225	1051	42	8	1372	al_set_5(mi.x); `checkh(mi.x, 5); `checkh(b, 1); arr[0] = 10; b
