verdict	channel	suite	relpath	furthest	stuck	first_tick	fail_line	bytes	fact_names	snippet
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/autogen/chip_darjeeling_verilator.sv	9338	9339		214	49968	pad_attr_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	_pkg::NMioPads-1:0] mio_attr; pad_attr_t [pinmux_reg_pkg::NDioPads-1:0] dio_at
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/autogen/testing/lc_ctrl_token_pkg.sv	614	615		18	971	lc_token_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_state_pkg.sv	arameter lc_token_t AllZeroToken = { 128'h0 }; parameter lc_token_t RndC
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/autogen/top_darjeeling_racl_pkg.sv	794	795		28	22325	racl_policy_sel_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/rtl/autogen/top_racl_pkg.sv	r racl_policy_sel_t RACL_POLICY_SEL_VEC_MBX0_SOC [4] = '{ RACL_POLICY_SEL_AL
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/ibex_pmp_reset_pkg.sv	538	539		14	3064	pmp_cfg_t @ stimuli/sv/subs/opentitan/hw/vendor/lowrisc_ibex/rtl/ibex_pkg.sv	ocalparam pmp_cfg_t PmpCfgRst[16] = '{
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/pad_orient_pkg.sv	348	349		12	6241	pad_orient_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	ameter pad_orient_e DioPadPorNPadOrient = OrientH; parameter pad_orien
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/scan_role_pkg.sv	349	350		12	6242	scan_role_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	rameter scan_role_e DioPadPorNScanRole = NoScan; parameter scan_rol
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/dv/autogen/xbar_env_pkg__params.sv	274	275		9	5991	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rv_dm__regs", '{ '{32'h4
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/dv/env/autogen/chip_env_pkg__params.sv	212	213		7	2025	uint @ stimuli/sv/subs/opentitan/hw/dv/sv/dv_utils/dv_utils_pkg.sv	.py parameter uint NUM_ALERTS = 63; parameter string LIST_OF_ALERTS[NUM_ALERTS]
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip/xbar_main/dv/autogen/xbar_env_pkg__params.sv	273	274		9	3289	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rv_dm__regs", '{ '{32'h4
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip/xbar_peri/dv/autogen/xbar_env_pkg__params.sv	273	274		9	2649	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"uart0", '{ '{32'h4000000
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/alert_handler/fpv/tb/alert_handler_esc_timer_tb.sv	838	839		25	1245	cstate_e @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_pkg.sv	, output cstate_e esc_state_o ); alert_handler_esc_timer i_alert_handler_es
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/alert_handler/rtl/alert_handler_reg_wrap.sv	737	742		18	16924	alert_crashdump_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_pkg.sv	ert_crashdump_t crashdump_o, // hw2reg input hw2reg_wrap_t hw2r
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/clkmgr/rtl/clkmgr_byp.sv	472	482		17	4044	lc_tx_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_pkg.sv	t lc_tx_t en_i, input lc_tx_t lc_clk_byp_req_i, output l
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/clkmgr/rtl/clkmgr_meas_chk.sv	898	899		29	3419	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t src_cfg_meas_en_i, output logic src_cfg_meas_en_valid_o,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/clkmgr/rtl/clkmgr_root_ctrl.sv	351	352		14	851	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t scanmode_i, input async_en_i, output logic en_o, outp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/clkmgr/rtl/clkmgr_trans.sv	419	420		17	4405	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t idle_i, input sw_hint_i, input mubi4_t scanmode_i, out
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/dv/env/flash_ctrl_if.sv	1781	1782		51	2669	flash_ctrl_top_specific_pkg @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	ks-1:0][NumBuf-1:0] rd_buf; logic [flash_ctrl_top_specific_pkg::NumBanks-1:0]
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/dv/env/flash_ctrl_mem_if.sv	452	453		12	614	flash_part_e @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	input flash_part_e mem_part, input logic [InfoTypesWidth-1:0] mem_info_sel,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/dv/env/flash_mem_addr_attrs.sv	292	293		8	2396	addr_t @ stimuli/sv/subs/opentitan/hw/vendor/pulp_riscv_dbg/src/dmi_intf.sv	_attrs; addr_t addr; // Input addr, bus-word aligned. add
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl_erase.sv	357	366		11	2389	flash_erase_e @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	ash_erase_e op_type_i, input [BusAddrW-1:0] op_addr_i, input
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl_prog.sv	468	470		16	5574	flash_ctrl_err_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	t flash_ctrl_err_t op_err_o, input [BusAddrW-1:0] op_addr_i, input
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl_region_cfg.sv	777	778		21	6949	sw_bank_cfg_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	fg_t [NumBanks-1:0] bank_cfg_i, input sw_region_t [MpRegions-1:0] region_i,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	5484	5485		133	18792	flash_ctrl_reg2hw_mp_bank_cfg_shadowed_mreg_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_reg_pkg.sv	cfg_shadowed_mreg_t sw_bank_cfg_t; typedef flash_ctrl_reg2hw_mp_region_mreg_t
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_phy.sv	802	803		28	14593	flash_req_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	input flash_req_t flash_ctrl_i, output flash_rsp_t flash_ctrl_o, input tlu
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_phy_scramble.sv	749	750		22	7472	scramble_req_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	eq_t [NumBanks-1:0] scramble_req_i, output scramble_rsp_t [NumBanks-1:0] scram
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/otp_ctrl/rtl/otp_ctrl_part_pkg.sv	10105	10106		338	17420	otp_ctrl_core_hw2reg_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_reg_pkg.sv	_ctrl_core_hw2reg_t named_reg_assign( logic [NumPart-1:0][ScrmblBlockWidth
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/otp_ctrl/rtl/otp_ctrl_token_const.sv	600	604		11	2750	digest_const_array_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_part_pkg.sv	st_const_array_t RndCnstDigestConst = RndCnstDigestConstDefault, paramet
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/otp_ctrl/rtl/otp_ctrl_top_specific_pkg.sv	4042	4045		117	4429	sram_key_t @ stimuli/sv/subs/opentitan/hw/ip/otp_ctrl/rtl/otp_ctrl_pkg.sv	{ sram_key_t key; sram_nonce_t nonce; } scrmbl_key_init_t; localp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/pinmux/fpv/tb/pinmux_chip_tb.sv	1042	1043		33	8877	dft_strap_test_req_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	ft_strap_test_req_t dft_strap_test_o, input dft_hold_tap_sel_i, output jtag
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/pinmux/fpv/tb/pinmux_tb.sv	1446	1447		45	3781	dft_strap_test_req_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	ft_strap_test_req_t dft_strap_test_o, input dft_hold_tap_sel_i, output jtag
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/pinmux/rtl/pinmux_pkg.sv	1259	1260		31	2506	pad_type_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	idx; pad_type_e [NDioPads-1:0] dio_pad_type; pad_type_e [NMioPads-1:0] m
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/pinmux/rtl/pinmux_wkup.sv	497	517		15	2562	wkup_mode_e @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	wkup_mode_i, input [WkupCntWidth-1:0] wkup_cn
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/ip_autogen/rv_core_ibex/rtl/rv_core_ibex_addr_trans.sv	600	601		17	2802	region_cfg_t @ stimuli/sv/subs/opentitan/hw/ip/rv_core_ibex/rtl/rv_core_ibex_pkg.sv	_t [NumRegions-1:0] region_cfg_i, input logic [AddrWidth-1:0] addr_i, output
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/rtl/autogen/chip_earlgrey_verilator.sv	6933	6934		195	44048	pad_attr_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	_pkg::NMioPads-1:0] mio_attr; pad_attr_t [pinmux_reg_pkg::NDioPads-1:0] dio_at
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/rtl/autogen/testing/lc_ctrl_token_pkg.sv	614	615		18	971	lc_token_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_state_pkg.sv	arameter lc_token_t AllZeroToken = { 128'h0 }; parameter lc_token_t RndC
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/rtl/ibex_pmp_reset_pkg.sv	417	418		12	2946	pmp_cfg_t @ stimuli/sv/subs/opentitan/hw/vendor/lowrisc_ibex/rtl/ibex_pkg.sv	ocalparam pmp_cfg_t PmpCfgRst[16] = '{
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/rtl/pad_orient_pkg.sv	348	349		12	5039	pad_orient_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	ameter pad_orient_e DioPadAstMiscPadOrient = OrientH; parameter pad_ori
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_earlgrey/rtl/scan_role_pkg.sv	349	350		12	4901	scan_role_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	rameter scan_role_e DioPadAstMiscScanRole = NoScan; parameter scan_rol
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/dv/autogen/xbar_env_pkg__params.sv	274	275		9	2568	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rom_ctrl__rom", '{ '{32'
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/dv/env/autogen/chip_env_pkg__params.sv	212	213		7	280	uint @ stimuli/sv/subs/opentitan/hw/dv/sv/dv_utils/dv_utils_pkg.sv	.py parameter uint NUM_ALERTS = 0; parameter string LIST_OF_ALERTS[NUM_ALERTS]
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip/xbar_main/dv/autogen/xbar_env_pkg__params.sv	273	274		9	1579	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rom_ctrl__rom", '{ '{32'
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip/xbar_peri/dv/autogen/xbar_env_pkg__params.sv	273	274		9	1402	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"uart0", '{ '{32'h4000000
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/clkmgr/rtl/clkmgr_byp.sv	472	482		17	4044	lc_tx_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_pkg.sv	t lc_tx_t en_i, input lc_tx_t lc_clk_byp_req_i, output l
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/clkmgr/rtl/clkmgr_meas_chk.sv	898	899		29	3419	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t src_cfg_meas_en_i, output logic src_cfg_meas_en_valid_o,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/clkmgr/rtl/clkmgr_root_ctrl.sv	351	352		14	851	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t scanmode_i, input async_en_i, output logic en_o, outp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/clkmgr/rtl/clkmgr_trans.sv	419	420		17	4405	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t idle_i, input sw_hint_i, input mubi4_t scanmode_i, out
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/dv/env/flash_ctrl_if.sv	1781	1782		51	2669	flash_ctrl_top_specific_pkg @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	ks-1:0][NumBuf-1:0] rd_buf; logic [flash_ctrl_top_specific_pkg::NumBanks-1:0]
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/dv/env/flash_ctrl_mem_if.sv	452	453		12	614	flash_part_e @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	input flash_part_e mem_part, input logic [InfoTypesWidth-1:0] mem_info_sel,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/dv/env/flash_mem_addr_attrs.sv	292	293		8	2396	addr_t @ stimuli/sv/subs/opentitan/hw/vendor/pulp_riscv_dbg/src/dmi_intf.sv	_attrs; addr_t addr; // Input addr, bus-word aligned. add
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_erase.sv	357	366		11	2389	flash_erase_e @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	ash_erase_e op_type_i, input [BusAddrW-1:0] op_addr_i, input
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_prog.sv	468	470		16	5574	flash_ctrl_err_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	t flash_ctrl_err_t op_err_o, input [BusAddrW-1:0] op_addr_i, input
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_region_cfg.sv	777	778		21	6949	sw_bank_cfg_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	fg_t [NumBanks-1:0] bank_cfg_i, input sw_region_t [MpRegions-1:0] region_i,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	5484	5485		133	18792	flash_ctrl_reg2hw_mp_bank_cfg_shadowed_mreg_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_reg_pkg.sv	cfg_shadowed_mreg_t sw_bank_cfg_t; typedef flash_ctrl_reg2hw_mp_region_mreg_t
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_phy.sv	802	803		28	14593	flash_req_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	input flash_req_t flash_ctrl_i, output flash_rsp_t flash_ctrl_o, input tlu
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_phy_scramble.sv	749	750		22	7472	scramble_req_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	eq_t [NumBanks-1:0] scramble_req_i, output scramble_rsp_t [NumBanks-1:0] scram
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/pinmux/fpv/tb/pinmux_chip_tb.sv	1050	1051		33	8901	dft_strap_test_req_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	ft_strap_test_req_t dft_strap_test_o, input dft_hold_tap_sel_i, output jtag
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/pinmux/fpv/tb/pinmux_tb.sv	1446	1447		45	3781	dft_strap_test_req_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	ft_strap_test_req_t dft_strap_test_o, input dft_hold_tap_sel_i, output jtag
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/pinmux/rtl/pinmux_pkg.sv	1259	1260		31	2506	pad_type_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	idx; pad_type_e [NDioPads-1:0] dio_pad_type; pad_type_e [NMioPads-1:0] m
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/pinmux/rtl/pinmux_wkup.sv	497	517		15	2562	wkup_mode_e @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	wkup_mode_i, input [WkupCntWidth-1:0] wkup_cn
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/ip_autogen/rv_core_ibex/rtl/rv_core_ibex_addr_trans.sv	600	601		17	2802	region_cfg_t @ stimuli/sv/subs/opentitan/hw/ip/rv_core_ibex/rtl/rv_core_ibex_pkg.sv	_t [NumRegions-1:0] region_cfg_i, input logic [AddrWidth-1:0] addr_i, output
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/rtl/autogen/chip_englishbreakfast_cw305.sv	6428	6429		233	35983	pad_attr_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	_pkg::NMioPads-1:0] mio_attr; pad_attr_t [pinmux_reg_pkg::NDioPads-1:0] dio_at
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_englishbreakfast/rtl/autogen/chip_englishbreakfast_verilator.sv	6729	6730		191	23849	pad_attr_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	_pkg::NMioPads-1:0] mio_attr; pad_attr_t [pinmux_reg_pkg::NDioPads-1:0] dio_at
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/vendor/lowrisc_ibex/dv/uvm/core_ibex/riscv_dv_extension/riscv_core_setting.tpl.sv	1331	1332		41	7906	satp_mode_t @ stimuli/sv/subs/opentitan/hw/vendor/lowrisc_ibex/vendor/google_riscv-dv/src/riscv_instr_pkg.sv	rameter satp_mode_t SATP_MODE = BARE; // Supported Privileged mode privileged_m
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/vendor/lowrisc_ibex/rtl/ibex_dummy_instr.sv	381	382		13	4963	lfsr_seed_t @ stimuli/sv/subs/opentitan/hw/vendor/lowrisc_ibex/rtl/ibex_pkg.sv	rameter lfsr_seed_t RndCnstLfsrSeed = RndCnstLfsrSeedDefault, parameter lfsr
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/vendor/pulp_riscv_dbg/src/dmi_test.sv	395	402		16	8382	dtm_op_e @ stimuli/sv/subs/opentitan/hw/vendor/pulp_riscv_dbg/src/dm_pkg.sv	rand dtm_op_e op; rand logic [31:0] data; /// Compare objects o
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_cmdline_processor.svh	1440	1441		42	12482	uvm_verbosity @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_object_globals.svh	id; uvm_verbosity verb; int exec_time; endclass // TITLE: Command Line Debu
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_config_db.svh	2135	2135		58	10876	uvm_resource_db @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_resource_db.svh	ends uvm_resource_db#(T); // Internal lookup of config settings so they can b
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_coreservice.svh	2257	2257		71	13420	uvm_void @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_misc.svh	e_t extends uvm_void; // @uvm-ieee 1800.2-2020 auto F.4.1.4.2 pure virt
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_process_guard.svh	2742	2742		76	4359	uvm_process_guard_base @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_root.svh	m_process_guard_base; // Type: this_type // // @uvm-contrib This API is b
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_process_guard_base.svh	1265	1265		33	5185	uvm_object @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_misc.svh	e extends uvm_object; // Function: new // Constructor. // // The constr
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_resource_db.svh	2507	2507		66	8948	uvm_object @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_misc.svh	#(type T=uvm_object) extends uvm_void; typedef uvm_resource #(T) rsrc_t;
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_resource_db_options.svh	3796	3797		115	4026	uvm_cmdline_processor @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_resource_db_implementation.svh	m_cmdline_processor clp; string trace_args[$]; clp = uvm_cmdline
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	uvm-core	uvm-core-2020.3.1/src/base/uvm_run_test_callback.svh	1174	1174		33	3937	uvm_callback @ stimuli/sv/uvm/uvm-core-2020.3.1/src/base/uvm_callback.svh	extends uvm_callback; // @uvm-ieee 1800.2-2020 auto F.6.2.1 extern function
